sample_id	turn	images	model	ok
59	0		QWEN	1
60	0		BLIP2	1
60	0		LLAVA	1
60	0		QWEN	1
61	0		BLIP2	0
61	0		LLAVA	1
61	0		QWEN	1
62	0		BLIP2	0
62	0		LLAVA	1
62	0		QWEN	1
63	0		BLIP2	0
63	0		LLAVA	0
63	0		QWEN	1
64	0		BLIP2	0
64	0		LLAVA	1
64	0		QWEN	0
65	0		BLIP2	0
65	0		LLAVA	0
65	0		QWEN	0
66	0		BLIP2	1
66	0		LLAVA	1
66	0		QWEN	1
67	0		BLIP2	0
67	0		LLAVA	1
67	0		QWEN	1
68	0		BLIP2	0
68	0		LLAVA	0
68	0		QWEN	1
69	0		BLIP2	0
69	0		LLAVA	1
69	0		QWEN	1
70	0		BLIP2	0
70	0		LLAVA	0
70	0		QWEN	0
71	0		BLIP2	0
71	0		LLAVA	1
71	0		QWEN	0
72	0		BLIP2	0
72	0		LLAVA	0
72	0		QWEN	1
73	0		BLIP2	0
73	0		LLAVA	1
73	0		QWEN	1
74	0		BLIP2	0
74	0		LLAVA	0
74	0		QWEN	0
75	0		BLIP2	0
75	0		LLAVA	1
75	0		QWEN	1
76	0		BLIP2	0
76	0		LLAVA	0
76	0		QWEN	0
77	0		BLIP2	0
77	0		LLAVA	1
77	0		QWEN	1
78	0		BLIP2	0
78	0		LLAVA	0
78	0		QWEN	1
79	0		BLIP2	0
79	0		LLAVA	0
79	0		QWEN	0
80	0		BLIP2	0
80	0		LLAVA	0
80	0		QWEN	1
81	0		BLIP2	0
81	0		LLAVA	1
81	0		QWEN	1
82	0		BLIP2	0
82	0		LLAVA	0
82	0		QWEN	0
83	0		BLIP2	0
83	0		LLAVA	1
83	0		QWEN	1
84	0		BLIP2	1
84	0		LLAVA	1
84	0		QWEN	0
85	0		BLIP2	0
85	0		LLAVA	1
85	0		QWEN	0
86	0		BLIP2	0
86	0		LLAVA	1
86	0		QWEN	1
87	0		BLIP2	0
87	0		LLAVA	0
87	0		QWEN	0
88	0		BLIP2	1
88	0		LLAVA	0
88	0		QWEN	1
89	0		BLIP2	0
89	0		LLAVA	0
89	0		QWEN	0
90	0		BLIP2	1
90	0		LLAVA	1
90	0		QWEN	1
91	0		BLIP2	0
91	0		LLAVA	1
91	0		QWEN	1
92	0		BLIP2	0
92	0		LLAVA	1
92	0		QWEN	0
93	0		BLIP2	0
93	0		LLAVA	1
93	0		QWEN	0
94	0		BLIP2	0
94	0		LLAVA	1
94	0		QWEN	1
95	0		BLIP2	0
95	0		LLAVA	1
95	0		QWEN	1
96	0		BLIP2	0
96	0		LLAVA	1
96	0		QWEN	1
97	0		BLIP2	0
97	0		LLAVA	0
97	0		QWEN	0
98	0		BLIP2	0
98	0		LLAVA	1
98	0		QWEN	0
99	0		BLIP2	0
99	0		LLAVA	0
99	0		QWEN	0
100	0		BLIP2	0
100	0		LLAVA	1
100	0		QWEN	0
101	0		BLIP2	0
101	0		LLAVA	1
101	0		QWEN	1
102	0		BLIP2	1
102	0		LLAVA	1
102	0		QWEN	0
103	0		BLIP2	0
103	0		LLAVA	1
103	0		QWEN	1
104	0		BLIP2	0
104	0		LLAVA	0
104	0		QWEN	0
105	0		BLIP2	0
105	0		LLAVA	1
105	0		QWEN	1
106	0		BLIP2	0
106	0		LLAVA	0
106	0		QWEN	1
107	0		BLIP2	0
107	0		LLAVA	0
107	0		QWEN	0
108	0		BLIP2	0
108	0		LLAVA	0
108	0		QWEN	0
109	0		BLIP2	0
109	0		LLAVA	0
109	0		QWEN	0
