xvar	method	term	coef	se	pval
B2	GEE-Binomial-Exchangeable+(delta->turn)	const	-0.16995445468196776	0.10482266364402336	0.10494212924777925
B2	GEE-Binomial-Exchangeable+(delta->turn)	delta	-0.0143330623880048	0.02209119931266171	0.5164591047793547
D	GEE-Binomial-Exchangeable	const	-0.003376632440934746	0.0009410060280377257	0.00033281335569092566
D	GEE-Binomial-Exchangeable	k	-0.02701305952747797	0.007528048224301793	0.0003328133556909174
