xvar	method	term	coef	se	pval
B2	GEE-Binomial-Exchangeable	const	0.014257729918564057	0.07583593735347186	0.8508707209474157
B2	GEE-Binomial-Exchangeable	delta	-0.06945015153661395	0.01033803047813873	1.8432585372494995e-11
D	GEE-Binomial-Exchangeable	const	-0.08689121981076435	0.07391199333547213	0.23975323861588926
D	GEE-Binomial-Exchangeable	k	-0.0699808757323454	0.014598582945029874	1.637527202187709e-06
B1	GEE-Binomial-Exchangeable	const	0.22314926852272562	0.11807361874874125	0.05876914176278588
B1	GEE-Binomial-Exchangeable	tau	-1.0080724476811693	0.17968048014315205	2.0190440795173258e-08
