xvar	method	term	coef	se	pval
B2	GEE-Binomial-Exchangeable+(delta->turn)	const	0.5310266939717923	0.0915094525475058	6.51500859514887e-09
B2	GEE-Binomial-Exchangeable+(delta->turn)	delta	-0.07610739308420557	0.009968104273764575	2.2565924681043398e-14
D	GEE-Binomial-Exchangeable	const	0.0001533729765387955	0.00018994703532738288	0.41940653378031967
D	GEE-Binomial-Exchangeable	k	0.0024539676246209032	0.0030391525652381326	0.4194065337802876
