xvar	method	term	coef	se	pval
B2	GEE-Binomial-Exchangeable	const	-0.6469176870869684	0.07777719828924101	8.978121420274582e-17
B2	GEE-Binomial-Exchangeable	delta	0.05436152884275333	0.009659424835506043	1.8249869463098567e-08
D	GEE-Binomial-Exchangeable	const	-0.6139016262285311	0.0731034717191125	4.552767218186241e-17
D	GEE-Binomial-Exchangeable	k	0.0571487001368	0.010300685940775031	2.888765616265252e-08
B1	GEE-Binomial-Exchangeable	const	-0.7493718063464926	0.09788544714348014	1.9241210392463193e-14
B1	GEE-Binomial-Exchangeable	tau	0.7184578189726932	0.1448957514709429	7.105913292923064e-07
