xvar	method	term	coef	se	pval
B2	GEE-Binomial-Exchangeable	const	0.014257729918564022	0.07583593735347183	0.850870720947416
B2	GEE-Binomial-Exchangeable	delta	-0.06945015153661395	0.010338030478138728	1.8432585372494856e-11
D	GEE-Binomial-Exchangeable	const	-0.08689121981076432	0.07391199333547209	0.23975323861588926
D	GEE-Binomial-Exchangeable	k	-0.06998087573234542	0.014598582945029878	1.6375272021877146e-06
B1	GEE-Binomial-Exchangeable	const	0.2231492685227259	0.11807361874874137	0.058769141762785776
B1	GEE-Binomial-Exchangeable	tau	-1.0080724476811693	0.17968048014315208	2.0190440795173327e-08
