bin_center,mean,N
0.05,0.7966101694915254,118
0.15000000000000002,0.7821229050279329,179
0.25,0.75,148
0.35000000000000003,0.7758620689655172,174
0.45,0.653179190751445,173
0.55,0.6054421768707483,147
0.6500000000000001,0.5061728395061729,162
0.75,0.46875,160
0.8500000000000001,0.5089820359281437,167
0.95,0.5257731958762887,194
