model	tau	ok_mean
blip2	0.05	0.38095238095238093
blip2	0.05263157894736842	0.375
blip2	0.05555555555555555	0.4
blip2	0.058823529411764705	0.5
blip2	0.0625	0.25
blip2	0.06666666666666667	0.45454545454545453
blip2	0.07142857142857142	0.5
blip2	0.07692307692307693	0.5
blip2	0.08333333333333333	0.5
blip2	0.09090909090909091	0.0
blip2	0.1	0.23529411764705882
blip2	0.10526315789473684	0.375
blip2	0.1111111111111111	0.2
blip2	0.11764705882352941	0.25
blip2	0.125	0.34615384615384615
blip2	0.13333333333333333	0.18181818181818182
blip2	0.14285714285714285	0.14285714285714285
blip2	0.15	0.42857142857142855
blip2	0.15384615384615385	1.0
blip2	0.15789473684210525	0.25
blip2	0.16666666666666666	0.3
blip2	0.17647058823529413	0.75
blip2	0.18181818181818182	0.6
blip2	0.1875	0.45
blip2	0.2	0.2608695652173913
blip2	0.21052631578947367	0.5
blip2	0.21428571428571427	0.0
blip2	0.2222222222222222	0.6
blip2	0.23076923076923078	0.5
blip2	0.23529411764705882	0.5
blip2	0.25	0.47058823529411764
blip2	0.2631578947368421	0.5
blip2	0.26666666666666666	0.6363636363636364
blip2	0.2727272727272727	0.0
blip2	0.2777777777777778	0.8
blip2	0.2857142857142857	0.14285714285714285
blip2	0.29411764705882354	0.75
blip2	0.3	0.35294117647058826
blip2	0.3076923076923077	0.5
blip2	0.3125	0.45
blip2	0.3157894736842105	0.125
blip2	0.3333333333333333	0.47619047619047616
blip2	0.35	0.2857142857142857
blip2	0.35294117647058826	0.5
blip2	0.35714285714285715	0.0
blip2	0.36363636363636365	0.4
blip2	0.3684210526315789	0.5
blip2	0.375	0.38461538461538464
blip2	0.38461538461538464	0.5
blip2	0.3888888888888889	0.2
blip2	0.4	0.15217391304347827
blip2	0.4117647058823529	0.5
blip2	0.4166666666666667	1.0
blip2	0.42105263157894735	0.375
blip2	0.42857142857142855	0.2857142857142857
blip2	0.4375	0.0
blip2	0.4444444444444444	0.4
blip2	0.45	0.5238095238095238
blip2	0.45454545454545453	0.8
blip2	0.46153846153846156	0.0
blip2	0.4666666666666667	0.09090909090909091
blip2	0.47058823529411764	0.5
blip2	0.47368421052631576	0.5
blip2	0.5	0.3611111111111111
blip2	0.5263157894736842	0.375
blip2	0.5294117647058824	0.5
blip2	0.5333333333333333	0.36363636363636365
blip2	0.5384615384615384	0.5
blip2	0.5454545454545454	0.2
blip2	0.55	0.3333333333333333
blip2	0.5555555555555556	0.8
blip2	0.5625	0.65
blip2	0.5714285714285714	0.2857142857142857
blip2	0.5789473684210527	0.0
blip2	0.5833333333333334	0.5
blip2	0.5882352941176471	0.5
blip2	0.6	0.32608695652173914
blip2	0.6111111111111112	0.4
blip2	0.6153846153846154	0.25
blip2	0.625	0.3076923076923077
blip2	0.631578947368421	0.25
blip2	0.6363636363636364	0.2
blip2	0.6428571428571429	0.5
blip2	0.6470588235294118	0.25
blip2	0.65	0.38095238095238093
blip2	0.6666666666666666	0.3333333333333333
blip2	0.6842105263157895	0.25
blip2	0.6875	0.35
blip2	0.6923076923076923	0.0
blip2	0.7	0.2647058823529412
blip2	0.7058823529411765	0.25
blip2	0.7142857142857143	0.42857142857142855
blip2	0.7222222222222222	0.2
blip2	0.7272727272727273	0.2
blip2	0.7333333333333333	0.09090909090909091
blip2	0.7368421052631579	0.25
blip2	0.75	0.23529411764705882
blip2	0.7647058823529411	0.0
blip2	0.7692307692307693	0.0
blip2	0.7777777777777778	0.6
blip2	0.7857142857142857	0.0
blip2	0.7894736842105263	0.25
blip2	0.8	0.10869565217391304
blip2	0.8125	0.35
blip2	0.8181818181818182	0.6
blip2	0.8235294117647058	0.25
blip2	0.8333333333333334	0.2
blip2	0.8421052631578947	0.0
blip2	0.8461538461538461	0.0
blip2	0.85	0.3333333333333333
blip2	0.8571428571428571	0.2857142857142857
blip2	0.8666666666666667	0.2727272727272727
blip2	0.875	0.4230769230769231
blip2	0.8823529411764706	0.0
blip2	0.8888888888888888	0.2
blip2	0.8947368421052632	0.5
blip2	0.9	0.38235294117647056
blip2	0.9090909090909091	0.6
blip2	0.9166666666666666	0.0
blip2	0.9230769230769231	0.0
blip2	0.9285714285714286	0.5
blip2	0.9333333333333333	0.2727272727272727
blip2	0.9375	0.2
blip2	0.9411764705882353	0.25
blip2	0.9444444444444444	0.6
blip2	0.9473684210526315	0.375
blip2	0.95	0.047619047619047616
blip2	1.0	0.18181818181818182
llava	0.05	0.7142857142857143
llava	0.05263157894736842	0.625
llava	0.05555555555555555	0.8
llava	0.058823529411764705	1.0
llava	0.0625	0.8
llava	0.06666666666666667	0.9090909090909091
llava	0.07142857142857142	0.5
llava	0.07692307692307693	0.75
llava	0.08333333333333333	1.0
llava	0.09090909090909091	0.4
llava	0.1	0.38235294117647056
llava	0.10526315789473684	0.75
llava	0.1111111111111111	0.6
llava	0.11764705882352941	0.75
llava	0.125	0.7307692307692307
llava	0.13333333333333333	0.6363636363636364
llava	0.14285714285714285	0.42857142857142855
llava	0.15	0.8095238095238095
llava	0.15384615384615385	1.0
llava	0.15789473684210525	0.875
llava	0.16666666666666666	0.6
llava	0.17647058823529413	0.5
llava	0.18181818181818182	0.2
llava	0.1875	0.75
llava	0.2	0.6739130434782609
llava	0.21052631578947367	0.75
llava	0.21428571428571427	0.5
llava	0.2222222222222222	0.8
llava	0.23076923076923078	1.0
llava	0.23529411764705882	0.75
llava	0.25	0.7843137254901961
llava	0.2631578947368421	0.875
llava	0.26666666666666666	1.0
llava	0.2727272727272727	0.6
llava	0.2777777777777778	1.0
llava	0.2857142857142857	0.5714285714285714
llava	0.29411764705882354	0.75
llava	0.3	0.6764705882352942
llava	0.3076923076923077	0.5
llava	0.3125	0.7
llava	0.3157894736842105	0.875
llava	0.3333333333333333	0.7142857142857143
llava	0.35	0.6190476190476191
llava	0.35294117647058826	1.0
llava	0.35714285714285715	0.5
llava	0.36363636363636365	0.8
llava	0.3684210526315789	0.5
llava	0.375	0.7692307692307693
llava	0.38461538461538464	0.75
llava	0.3888888888888889	0.4
llava	0.4	0.6086956521739131
llava	0.4117647058823529	0.75
llava	0.4166666666666667	0.75
llava	0.42105263157894735	0.875
llava	0.42857142857142855	0.42857142857142855
llava	0.4375	0.3
llava	0.4444444444444444	0.8
llava	0.45	0.8095238095238095
llava	0.45454545454545453	0.6
llava	0.46153846153846156	1.0
llava	0.4666666666666667	0.2727272727272727
llava	0.47058823529411764	0.25
llava	0.47368421052631576	0.75
llava	0.5	0.6805555555555556
llava	0.5263157894736842	0.625
llava	0.5294117647058824	1.0
llava	0.5333333333333333	0.45454545454545453
llava	0.5384615384615384	0.75
llava	0.5454545454545454	0.6
llava	0.55	0.6666666666666666
llava	0.5555555555555556	0.4
llava	0.5625	0.55
llava	0.5714285714285714	0.42857142857142855
llava	0.5789473684210527	0.375
llava	0.5833333333333334	0.5
llava	0.5882352941176471	0.25
llava	0.6	0.6304347826086957
llava	0.6111111111111112	0.6
llava	0.6153846153846154	0.5
llava	0.625	0.5769230769230769
llava	0.631578947368421	0.5
llava	0.6363636363636364	0.4
llava	0.6428571428571429	1.0
llava	0.6470588235294118	0.25
llava	0.65	0.42857142857142855
llava	0.6666666666666666	0.42857142857142855
llava	0.6842105263157895	0.25
llava	0.6875	0.6
llava	0.6923076923076923	0.0
llava	0.7	0.6764705882352942
llava	0.7058823529411765	0.25
llava	0.7142857142857143	0.7142857142857143
llava	0.7222222222222222	0.8
llava	0.7272727272727273	0.6
llava	0.7333333333333333	0.45454545454545453
llava	0.7368421052631579	0.5
llava	0.75	0.49019607843137253
llava	0.7647058823529411	0.5
llava	0.7692307692307693	0.25
llava	0.7777777777777778	0.6
llava	0.7857142857142857	0.0
llava	0.7894736842105263	0.25
llava	0.8	0.3695652173913043
llava	0.8125	0.45
llava	0.8181818181818182	0.8
llava	0.8235294117647058	0.5
llava	0.8333333333333334	0.6
llava	0.8421052631578947	0.25
llava	0.8461538461538461	0.25
