xvar	method	term	coef	se	pval
B2	GEE-Binomial-Exchangeable+(delta->turn)	const	0.23413844006465775	0.10019181213688662	0.019444283504780696
B2	GEE-Binomial-Exchangeable+(delta->turn)	delta	-0.06374566011284168	0.015066612964339993	2.3273565689682338e-05
D	GEE-Binomial-Exchangeable	const	0.07630311701380477	5028793.8353891615	0.9999999878935028
D	GEE-Binomial-Exchangeable	k	-0.013956173110594376	393216.0	0.999999971681175
