xvar	method	term	coef	se	pval
B2	GEE-Binomial-Exchangeable	const	0.014257729918564714	0.07583593735347183	0.8508707209474089
B2	GEE-Binomial-Exchangeable	delta	-0.06945015153661396	0.010338030478138725	1.8432585372494388e-11
D	GEE-Binomial-Exchangeable	const	-0.08689121981076504	0.07391199333547213	0.2397532386158856
D	GEE-Binomial-Exchangeable	k	-0.06998087573234536	0.014598582945029876	1.6375272021877357e-06
B1	GEE-Binomial-Exchangeable	const	0.22314926852272574	0.11807361874874146	0.05876914176278622
B1	GEE-Binomial-Exchangeable	tau	-1.0080724476811693	0.17968048014315216	2.0190440795173625e-08
